AccountingDate,DiffMeanHourlyPayPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleMedianBonusPayPercent,FemaleMedianBonusPayPercent,MaleLowerPayBand,FemaleLowerPayBand,MaleMiddlePayBand,FemaleMiddlePayBand,MaleUpperPayBand,FemaleUpperPayBand,MaleUpperQuartilePayBand,FemaleUpperQuartilePayBand,CompanyLinkToGPGInfo,ResponsiblePerson,SubmittedDate,EmployerName,CompanyNumber,Address1,Address2,Address3,Country,PostCode,PoBox,SicCodes
01/04/2014 00:00:00,49.00,4.00,17.00,42.00,54.00,71.00,33.00,43.00,8.00,71.00,72.00,92.00,85.00,11.00,https://AylesburyValeDistrictCouncil.co.uk/GPGData,Firstname476 Lastname476 (Jobtitle 476),02/04/2014 00:00:00,Aylesbury Vale District Council,,Address line 476,,City476,Country476,Post Code476,,1
01/04/2014 00:00:00,70.00,5.00,84.00,27.00,52.00,36.00,88.00,24.00,58.00,91.00,88.00,7.00,25.00,43.00,https://AylshamTownCouncil.co.uk/GPGData,Firstname477 Lastname477 (Jobtitle 477),21/07/2014 00:00:00,Aylsham Town Council,,Address line 477,,City477,Country477,Post Code477,,1
01/04/2014 00:00:00,4.00,36.00,2.00,49.00,59.00,81.00,72.00,41.00,45.00,92.00,34.00,8.00,69.00,8.00,https://AyrshireJointStructurePlan.co.uk/GPGData,Firstname478 Lastname478 (Jobtitle 478),14/08/2014 00:00:00,Ayrshire Joint Structure Plan,,Address line 478,,City478,Country478,Post Code478,,1
01/04/2014 00:00:00,87.00,49.00,29.00,91.00,29.00,23.00,10.00,18.00,95.00,33.00,59.00,89.00,0.00,53.00,https://AyrshireValuationJointBoard.co.uk/GPGData,Firstname479 Lastname479 (Jobtitle 479),28/12/2014 00:00:00,Ayrshire Valuation Joint Board,,Address line 479,,City479,Country479,Post Code479,,1
04/04/2014 00:00:00,46.00,76.00,96.00,71.00,98.00,69.00,55.00,3.00,90.00,30.00,71.00,25.00,60.00,86.00,https://B&ATAXLIMITED.co.uk/GPGData,Firstname122 Lastname122 (Jobtitle 122),21/10/2014 00:00:00,B & A TAX LIMITED,09365869,Munster Road,,London,,SW6 6DH,,70229
04/04/2014 00:00:00,42.00,27.00,12.00,67.00,95.00,22.00,41.00,6.00,50.00,29.00,96.00,9.00,94.00,18.00,https://B&ATHOMSONHOLDINGSLTD.co.uk/GPGData,Firstname123 Lastname123 (Jobtitle 123),16/04/2014 00:00:00,B & A THOMSON HOLDINGS LTD,SC511766,Cluny Square,,Buckie,United Kingdom,AB56 1AH,,68209
04/04/2014 00:00:00,80.00,83.00,51.00,35.00,60.00,27.00,65.00,48.00,85.00,55.00,64.00,19.00,88.00,90.00,https://B&ATORGUTLTD.co.uk/GPGData,Firstname124 Lastname124 (Jobtitle 124),14/03/2015 00:00:00,B & A TORGUT LTD,09051517,Amington Road,,Tamworth,,B77 3LN,,56103
04/04/2014 00:00:00,84.00,27.00,28.00,42.00,15.00,31.00,13.00,88.00,7.00,20.00,93.00,95.00,36.00,78.00,https://B&ATRANSATLANTICSERVICESLIMITED.co.uk/GPGData,Firstname126 Lastname126 (Jobtitle 126),15/07/2014 00:00:00,B & A TRANSATLANTIC SERVICES LIMITED,01130313,Browns Lane,Uckfield,Sussex,,TN22 1RT,,74990
04/04/2014 00:00:00,87.00,72.00,99.00,24.00,61.00,46.00,75.00,34.00,30.00,18.00,82.00,27.00,99.00,36.00,https://B&AUKLIMITED.co.uk/GPGData,Firstname127 Lastname127 (Jobtitle 127),04/10/2014 00:00:00,B & A UK LIMITED,05984724,Dulwich,,London,,SE22 8UJ,,47220
04/04/2014 00:00:00,36.00,72.00,24.00,37.00,11.00,0.00,6.00,75.00,78.00,97.00,75.00,4.00,2.00,83.00,https://B&AUPHOLSTERY(LEEDS)LIMITED.co.uk/GPGData,Firstname128 Lastname128 (Jobtitle 128),11/02/2015 00:00:00,B & A UPHOLSTERY (LEEDS) LIMITED,04718684,Kirklees Garth,Farsley,Pudsey,,LS28 5TQ,,31090
04/04/2014 00:00:00,90.00,72.00,82.00,80.00,20.00,43.00,100.00,71.00,63.00,21.00,77.00,68.00,36.00,49.00,https://B&AVALETING(MIDLANDS)LIMITED.co.uk/GPGData,Firstname130 Lastname130 (Jobtitle 130),15/12/2014 00:00:00,B & A VALETING (MIDLANDS) LIMITED,09656056,Merstow Green,,Evesham,United Kingdom,WR11 4BB,,81299
04/04/2014 00:00:00,53.00,74.00,90.00,64.00,3.00,57.00,91.00,17.00,2.00,93.00,55.00,78.00,68.00,94.00,https://B&AVALETINGLIMITED.co.uk/GPGData,Firstname129 Lastname129 (Jobtitle 129),14/08/2014 00:00:00,B & A VALETING LIMITED,09526002,Blandford Road,,Poole,England,BH15 4JL,,96090
04/04/2014 00:00:00,44.00,54.00,56.00,67.00,26.00,65.00,92.00,19.00,53.00,54.00,33.00,82.00,85.00,11.00,https://B&AWEBBERPROPERTIESLIMITED.co.uk/GPGData,Firstname131 Lastname131 (Jobtitle 131),03/05/2014 00:00:00,B & A WEBBER PROPERTIES LIMITED,09194793,Sackville Street,,Manchester,,M1 3LZ,,68100
04/04/2014 00:00:00,27.00,96.00,78.00,22.00,62.00,25.00,89.00,80.00,56.00,76.00,99.00,50.00,43.00,60.00,https://B&BINFLATABLESLIMITED.co.uk/GPGData,Firstname52 Lastname52 (Jobtitle 52),04/03/2015 00:00:00,B & B INFLATABLES LIMITED,05850568,Wheelhouse Road,,Rugeley,,WS15 1UZ,,82990
04/04/2014 00:00:00,75.00,19.00,20.00,44.00,74.00,47.00,95.00,28.00,16.00,28.00,67.00,60.00,85.00,13.00,https://B&BINSTALLATIONSLTD.co.uk/GPGData,Firstname53 Lastname53 (Jobtitle 53),19/03/2015 00:00:00,B & B INSTALLATIONS LTD,10305134,Layford Road,Huyton,Merseyside,United Kingdom,L36 3SR,,43290
04/04/2014 00:00:00,29.00,54.00,95.00,56.00,55.00,38.00,22.00,71.00,52.00,21.00,7.00,16.00,57.00,28.00,https://B&BJOINERSLTD.co.uk/GPGData,Firstname54 Lastname54 (Jobtitle 54),03/08/2014 00:00:00,B & B JOINERS LTD,SC256443,Hamilton Street,Broughty Ferry,Dundee,,DD5 2NR,,41202
04/04/2014 00:00:00,17.00,31.00,49.00,17.00,98.00,63.00,26.00,35.00,99.00,22.00,61.00,59.00,23.00,64.00,https://B&BJOINERYLIMITED.co.uk/GPGData,Firstname55 Lastname55 (Jobtitle 55),21/10/2014 00:00:00,B & B JOINERY LIMITED,05076749,Carlton,,Barnsley,,S71 3PQ,,43320
04/04/2014 00:00:00,62.00,80.00,3.00,99.00,38.00,23.00,59.00,36.00,25.00,19.00,56.00,31.00,39.00,61.00,https://B&BKIDSCUTSLTD.co.uk/GPGData,Firstname57 Lastname57 (Jobtitle 57),10/01/2015 00:00:00,B & B KIDS CUTS LTD,07791484,Duke's Passage,,Brighton,United Kingdom,BN1 1BS,,96020
04/04/2014 00:00:00,0.00,100.00,47.00,13.00,42.00,24.00,83.00,96.00,46.00,96.00,52.00,55.00,2.00,11.00,https://B&BKNITWEARLIMITED.co.uk/GPGData,Firstname58 Lastname58 (Jobtitle 58),15/01/2015 00:00:00,B & B KNITWEAR LIMITED,01148570,Nottingham Road,Long Eaton,Nottingham,,NG10 1HP,,13910
04/04/2014 00:00:00,3.00,33.00,60.00,29.00,67.00,59.00,36.00,42.00,63.00,100.00,37.00,39.00,20.00,17.00,https://B&BUNITEDLTD.co.uk/GPGData,Firstname313 Lastname313 (Jobtitle 313),02/08/2014 00:00:00,B & B UNITED LTD,10167781,Hollywood Court,15 Inglis Road,Ealing Broadway,England,W53RJ,,
04/04/2014 00:00:00,4.00,68.00,51.00,25.00,56.00,2.00,9.00,42.00,0.00,66.00,36.00,76.00,88.00,17.00,https://B&BUPHOLSTERYLIMITED.co.uk/GPGData,Firstname314 Lastname314 (Jobtitle 314),07/03/2015 00:00:00,B & B UPHOLSTERY LIMITED,04955936,Rhodes Avenue,,Chesterfield,,S41 7AY,,13923
04/04/2014 00:00:00,81.00,64.00,63.00,33.00,95.00,54.00,95.00,97.00,43.00,36.00,92.00,33.00,38.00,27.00,https://B&BVEHICLECONTRACTSLTD.co.uk/GPGData,Firstname315 Lastname315 (Jobtitle 315),02/04/2015 00:00:00,B & B VEHICLE CONTRACTS LTD,06184222,Fairfield Road,,Chesterfield,England,S40 4TR,,64910
04/04/2014 00:00:00,100.00,56.00,90.00,71.00,58.00,46.00,68.00,50.00,2.00,16.00,66.00,77.00,62.00,50.00,https://B&BWELDINGSERVICESLIMITED.co.uk/GPGData,Firstname317 Lastname317 (Jobtitle 317),20/11/2014 00:00:00,B & B WELDING SERVICES LIMITED,06943647,Soham,,Ely,,CB7 5DB,,25990
04/04/2014 00:00:00,70.00,90.00,90.00,82.00,20.00,85.00,11.00,67.00,74.00,86.00,18.00,77.00,18.00,76.00,https://B&BWINDOWSLIMITED.co.uk/GPGData,Firstname319 Lastname319 (Jobtitle 319),29/11/2014 00:00:00,B & B WINDOWS LIMITED,07165830,"Warwick Court, Park Road",,Middleton,,M24 1AE,,43210
04/04/2014 00:00:00,43.00,57.00,97.00,46.00,68.00,78.00,0.00,19.00,73.00,54.00,87.00,47.00,43.00,11.00,https://B&BWRISTBANDSLIMITED.co.uk/GPGData,Firstname321 Lastname321 (Jobtitle 321),26/12/2014 00:00:00,B & B WRISTBANDS LIMITED,09308171,Heather Road,,Skegness,,PE25 3SR,,82990
04/04/2014 00:00:00,22.00,66.00,50.00,92.00,34.00,95.00,61.00,97.00,1.00,23.00,50.00,25.00,39.00,64.00,https://B&CACCOUNTINGSERVICESLTD.co.uk/GPGData,Firstname322 Lastname322 (Jobtitle 322),17/08/2014 00:00:00,B & C ACCOUNTING SERVICES LTD,07304461,Walmersley Road,,Bury,,BL9 5JX,,"69201,69202"
04/04/2014 00:00:00,90.00,60.00,22.00,37.00,42.00,84.00,27.00,35.00,14.00,83.00,93.00,60.00,0.00,50.00,https://B&CAGLTD..co.uk/GPGData,Firstname333 Lastname333 (Jobtitle 333),31/03/2015 00:00:00,B & C AG LTD.,10497166,Caldervale Road,,Wakefield,United Kingdom,WF1 5PF,,"64209,70229"
04/04/2014 00:00:00,44.00,33.00,27.00,68.00,1.00,51.00,65.00,39.00,48.00,25.00,99.00,85.00,100.00,45.00,https://B&CARCHITECTURALLIMITED.co.uk/GPGData,Firstname334 Lastname334 (Jobtitle 334),21/04/2014 00:00:00,B & C ARCHITECTURAL LIMITED,09712124,Kestral Road,,Mansfield,Great Britain,NG18 5FT,,46150
04/04/2014 00:00:00,2.00,96.00,78.00,59.00,12.00,46.00,24.00,59.00,50.00,74.00,12.00,25.00,24.00,23.00,https://B&CASSOCIATES(LONDON)LTD.co.uk/GPGData,Firstname336 Lastname336 (Jobtitle 336),15/12/2014 00:00:00,B & C ASSOCIATES (LONDON) LTD,06006931,Floor,167-169 Great Portland Street,London,,W1W 5PF,,82990
04/04/2014 00:00:00,88.00,28.00,81.00,15.00,64.00,92.00,100.00,24.00,67.00,57.00,79.00,77.00,10.00,44.00,https://B&CASSOCIATESFINANCIALSERVICESLIMITED.co.uk/GPGData,Firstname335 Lastname335 (Jobtitle 335),26/02/2015 00:00:00,B & C ASSOCIATES FINANCIAL SERVICES LIMITED,08933026,Floor 167-169 Great Portland Street,,London,,W1W 5PF,,82990
04/04/2014 00:00:00,54.00,34.00,4.00,43.00,85.00,46.00,77.00,69.00,55.00,100.00,1.00,70.00,47.00,40.00,https://B&CATKINSONLIMITED.co.uk/GPGData,Firstname337 Lastname337 (Jobtitle 337),17/11/2014 00:00:00,B & C ATKINSON LIMITED,04191804,New Oxford Street,,Workington,,CA14 2LR,,41100
04/04/2014 00:00:00,61.00,27.00,26.00,91.00,60.00,1.00,31.00,20.00,70.00,1.00,58.00,48.00,99.00,70.00,https://B&CAUDIOVISUALLIMITED.co.uk/GPGData,Firstname338 Lastname338 (Jobtitle 338),16/10/2014 00:00:00,B & C AUDIO VISUAL LIMITED,NI046909,Lesley Plaza,406/408 Lisburn Road,Belfast,,,,47430
04/04/2014 00:00:00,73.00,45.00,77.00,2.00,48.00,9.00,66.00,62.00,78.00,79.00,72.00,63.00,48.00,91.00,https://B&CAUGERSLTD.co.uk/GPGData,Firstname339 Lastname339 (Jobtitle 339),19/07/2014 00:00:00,B & C AUGERS LTD,08463271,And 3e Hatfield Park Farm,,Takeley,,CM22 6NG,,25620
04/04/2014 00:00:00,10.00,14.00,93.00,3.00,14.00,78.00,77.00,80.00,95.00,16.00,19.00,40.00,24.00,0.00,https://B&CBARANDCLUBRELIEFSLTD.co.uk/GPGData,Firstname340 Lastname340 (Jobtitle 340),10/04/2014 00:00:00,B & C BAR AND CLUB RELIEFS LTD,10403955,Whitefriars Lane,,Coventry,United Kingdom,CV1 2DT,,56301
04/04/2014 00:00:00,20.00,72.00,21.00,69.00,45.00,79.00,32.00,13.00,10.00,92.00,58.00,36.00,17.00,26.00,https://B&CBOLTONLIMITED.co.uk/GPGData,Firstname341 Lastname341 (Jobtitle 341),25/11/2014 00:00:00,B & C BOLTON LIMITED,07097375,Bradshaw Hall Drive,,Bolton,,BL2 4NY,,64999
04/04/2014 00:00:00,7.00,20.00,53.00,44.00,92.00,84.00,68.00,6.00,83.00,55.00,61.00,69.00,33.00,40.00,https://B&CBRICKWORKLIMITED.co.uk/GPGData,Firstname342 Lastname342 (Jobtitle 342),18/02/2015 00:00:00,B & C BRICKWORK LIMITED,08582449,London Road,,Marlborough,,SN8 1LH,,41202
04/04/2014 00:00:00,9.00,46.00,58.00,66.00,33.00,5.00,61.00,41.00,68.00,71.00,54.00,2.00,77.00,47.00,https://BADRIVINGSERVICESLTD.co.uk/GPGData,Firstname205 Lastname205 (Jobtitle 205),04/04/2015 00:00:00,B A DRIVING SERVICES LTD,07979092,Ashbury Drive,Haydock,St. Helens,,WA11 0FA,,49410
04/04/2014 00:00:00,29.00,95.00,60.00,29.00,28.00,65.00,67.00,88.00,4.00,39.00,78.00,75.00,58.00,32.00,https://BAELECTRICALCONTRACTORSLTD.co.uk/GPGData,Firstname207 Lastname207 (Jobtitle 207),02/03/2015 00:00:00,B A ELECTRICAL CONTRACTORS LTD,05643707,Church Road,West Row,Bury St. Edmunds,,IP28 8PF,,43210
04/04/2014 00:00:00,4.00,60.00,98.00,36.00,35.00,55.00,45.00,78.00,4.00,81.00,14.00,100.00,34.00,40.00,https://BAELECTRICALCONTRACTORSNORTHERNLIMITED.co.uk/GPGData,Firstname208 Lastname208 (Jobtitle 208),26/04/2014 00:00:00,B A ELECTRICAL CONTRACTORS NORTHERN LIMITED,08749366,Bankside,,Morpeth,,NE61 1XD,,33140
04/04/2014 00:00:00,20.00,75.00,20.00,68.00,66.00,65.00,74.00,33.00,2.00,39.00,67.00,4.00,35.00,96.00,https://BAELLULLIMITED.co.uk/GPGData,Firstname209 Lastname209 (Jobtitle 209),05/05/2014 00:00:00,B A ELLUL LIMITED,10280152,Stanley Way,Orpington,Kent,United Kingdom,BR5 2HE,,43210
04/04/2014 00:00:00,24.00,98.00,18.00,31.00,41.00,43.00,9.00,66.00,37.00,90.00,99.00,26.00,34.00,76.00,https://BAENGINEERING&CONSTRUCTIONLTD.co.uk/GPGData,Firstname210 Lastname210 (Jobtitle 210),07/06/2014 00:00:00,B A ENGINEERING & CONSTRUCTION LTD,07558891,,,Llanarth,,SA47 0PF,,41201
04/04/2014 00:00:00,22.00,0.00,0.00,9.00,62.00,7.00,96.00,34.00,38.00,18.00,10.00,68.00,47.00,6.00,https://BAFADAMSLTD.co.uk/GPGData,Firstname211 Lastname211 (Jobtitle 211),29/07/2014 00:00:00,B A F ADAMS LTD,09501708,Burton Green,,Kenilworth,,CV8 1QB,,94990
04/04/2014 00:00:00,14.00,27.00,4.00,47.00,7.00,4.00,8.00,9.00,68.00,37.00,94.00,50.00,99.00,75.00,https://BAFFLOORINGLTD.co.uk/GPGData,Firstname212 Lastname212 (Jobtitle 212),19/03/2015 00:00:00,B A F FLOORING LTD,07641974,Mulberry Green,,Old Harlow,United Kingdom,CM17 0ET,,43330
04/04/2014 00:00:00,15.00,5.00,48.00,53.00,19.00,21.00,88.00,35.00,23.00,15.00,76.00,19.00,38.00,25.00,https://BAFIELDSERVICESLIMITED.co.uk/GPGData,Firstname213 Lastname213 (Jobtitle 213),18/01/2015 00:00:00,B A FIELD SERVICES LIMITED,09750697,Aveley Road,,Romford,United Kingdom,RM1 4AB,,42120
04/04/2014 00:00:00,33.00,67.00,40.00,60.00,84.00,61.00,41.00,26.00,6.00,95.00,77.00,58.00,47.00,8.00,https://BANDATRADERSLIMITED.co.uk/GPGData,Firstname125 Lastname125 (Jobtitle 125),02/05/2014 00:00:00,B AND A TRADERS LIMITED,09856595,Craven Park Road,South Tottenham,London,United Kingdom,N15 6AB,,"68100,68320"
